evolution_method,mutation,crossover,batch_type,batch_offset_type,sub_gen_type,magic,magic_normalized,qsar,qsar_normalized,gass,gass_normalized,mnist,mnist_normalized
JDE,rand/1,interm,low,low,low,0.7195396,0.783487,0.73125,0.72875,0.8085554,0.7165554,0.85198,0.89176
JDE,curr_p_best,bin,low,low,low,0.7164474000000001,0.7876314,0.76,0.74,0.8922226000000001,0.742,0.88054,0.88764
JDE,curr_p_best,interm,low,low,low,0.7180922,0.7835525999999999,0.73875,0.73,0.9285556,0.7385556,0.88082,0.8725799999999999
JDE,degl,bin,low,low,low,0.715329,0.7817105999999999,0.76625,0.74875,0.925778,0.7794444,0.8200200000000001,0.82178
JDE,degl,interm,low,low,low,0.7192108,0.7825656,0.77875,0.7775,0.8798888000000001,0.7595556,0.7924,0.77922
JADE,rand/1,bin,low,low,low,0.720329,0.7880265999999999,0.74125,0.71,0.7706664000000001,0.5893334,0.42818,0.45438
JADE,rand/1,interm,low,low,low,0.7180264000000001,0.7851315999999999,0.74875,0.7425,0.7662222,0.6604441999999999,0.875,0.8792200000000001
JADE,curr_p_best,bin,low,low,low,0.7186186,0.7836841999999999,0.72,0.73625,0.9371112,0.7528885999999999,0.8376399999999999,0.8237
JADE,curr_p_best,interm,low,low,low,0.7198026,0.7809208000000001,0.7625,0.76375,0.9342222,0.7738888,0.8565200000000001,0.8514799999999999
JADE,degl,bin,low,low,low,0.7189472,0.7836841999999999,0.76,0.76,0.9405556,0.8087778,0.7376199999999999,0.79538
JADE,degl,interm,low,low,low,0.7146712,0.7614474,0.7375,0.7075,0.7243331999999999,0.4525554,0.47624,0.47376
SHADE,rand/1,bin,low,low,low,0.7125658,0.7853288,0.72,0.7325,0.7855554,0.5748888000000001,0.43058,0.75378
SHADE,rand/1,interm,low,low,low,0.7194078,0.7834211999999999,0.75375,0.75125,0.7754441999999999,0.6559999999999999,0.85588,0.8808600000000001
SHADE,curr_p_best,bin,low,low,low,0.7172368,0.7823026,0.725,0.75875,0.944111,0.7358888000000001,0.83896,0.80852
SHADE,curr_p_best,interm,low,low,low,0.7209211999999999,0.7822368000000001,0.73125,0.77625,0.9352222,0.7810001999999999,0.8524,0.84644
SHADE,degl,bin,low,low,low,0.7210524,0.7798026,0.76625,0.7575,0.9362224,0.8096666,0.73154,0.77918
SHADE,degl,interm,low,low,low,0.714737,0.7634208,0.74125,0.6875,0.7660001999999999,0.4733334,0.43468,0.42586
L-SHADE,rand/1,bin,low,low,low,0.7164470000000001,0.7857896,0.71125,0.72875,0.7907778,0.5838888000000001,0.5614,0.7612399999999999
L-SHADE,rand/1,interm,low,low,low,0.719934,0.784737,0.76,0.74875,0.7584444,0.6833336,0.8585200000000001,0.86854
L-SHADE,curr_p_best,bin,low,low,low,0.7159211999999999,0.783816,0.72625,0.71875,0.9264446,0.7307776,0.8036,0.79652
L-SHADE,curr_p_best,interm,low,low,low,0.7196052,0.7830262,0.76375,0.77,0.931,0.7610001999999999,0.8406600000000001,0.83214
L-SHADE,degl,bin,low,low,low,0.7157238,0.780066,0.765,0.775,0.9286666,0.769111,0.7025600000000001,0.76742
L-SHADE,degl,interm,low,low,low,0.7211185999999999,0.7716448,0.77625,0.69375,0.7782224,0.4935556,0.4548,0.43368
JDE,rand/1,bin,mid,high,high,0.718158,0.7827632,0.7625,0.7425,0.894,0.622222,0.8044,0.80578
JDE,rand/1,interm,mid,high,high,0.7190131999999999,0.7817764,0.77125,0.75375,0.9146668,0.7206668,0.84764,0.88064
JDE,curr_p_best,bin,mid,high,high,0.7148026,0.7808554,0.72625,0.77875,0.9252222,0.7879999999999999,0.82726,0.8461799999999999
JDE,curr_p_best,interm,mid,high,high,0.7197368000000001,0.7826318,0.76625,0.73125,0.9032222,0.8054444000000001,0.84616,0.8289
JDE,degl,bin,mid,high,high,0.7178948,0.7812498000000001,0.785,0.76125,0.8491112,0.7876666,0.7599600000000001,0.7771600000000001
JDE,degl,interm,mid,high,high,0.7254606,0.7798684,0.76375,0.765,0.8728888000000001,0.8012224,0.71626,0.7701600000000001
JADE,rand/1,bin,mid,high,high,0.7165792,0.7818421999999999,0.74125,0.73375,0.8416664,0.6485556,0.53564,0.58908
JADE,rand/1,interm,mid,high,high,0.7178948,0.784013,0.7325,0.7575,0.906889,0.7213334,0.86024,0.8819600000000001
JADE,curr_p_best,bin,mid,high,high,0.7209211999999999,0.7831578,0.755,0.76125,0.9604446,0.8252222,0.79982,0.7974399999999999
JADE,curr_p_best,interm,mid,high,high,0.7151972,0.7776316,0.78625,0.77625,0.9376668,0.8236667999999999,0.8459399999999999,0.8477399999999999
JADE,degl,bin,mid,high,high,0.7212502,0.7753946,0.75875,0.7825,0.8895556,0.7735556,0.68116,0.80092
JADE,degl,interm,mid,high,high,0.6976316,0.7476316,0.76875,0.73,0.7546666,0.4642224,0.44306,0.50716
SHADE,rand/1,bin,mid,high,high,0.7217104,0.7839472,0.7525,0.705,0.8752222,0.6354444,0.5370199999999999,0.57572
SHADE,rand/1,interm,mid,high,high,0.7182236,0.7800658,0.7425,0.75625,0.8742224000000001,0.727889,0.86866,0.8841399999999999
SHADE,curr_p_best,bin,mid,high,high,0.7214474,0.7801971999999999,0.7075,0.73,0.9523336,0.8144444000000001,0.78262,0.78576
SHADE,curr_p_best,interm,mid,high,high,0.7216446,0.7817105999999999,0.7575,0.7925,0.9344444,0.8262222,0.84562,0.8478
SHADE,degl,bin,mid,high,high,0.7213158000000001,0.7739474000000001,0.76625,0.775,0.837889,0.7938890000000001,0.6662600000000001,0.78846
SHADE,degl,interm,mid,high,high,0.7071054,0.7343422,0.7575,0.71875,0.7702224,0.4153334,0.47876,0.45536
L-SHADE,rand/1,bin,mid,high,high,0.7223685999999999,0.780921,0.75,0.71,0.8995554,0.694222,0.76488,0.77376
L-SHADE,rand/1,interm,mid,high,high,0.72125,0.7830921999999999,0.7625,0.76375,0.8963332,0.730111,0.8556799999999999,0.88046
L-SHADE,curr_p_best,bin,mid,high,high,0.7174344,0.7811184,0.75375,0.77625,0.949111,0.8116666,0.75478,0.76056
L-SHADE,curr_p_best,interm,mid,high,high,0.7186186,0.7795394,0.74625,0.7575,0.9332222,0.7992224,0.82452,0.83554
L-SHADE,degl,bin,mid,high,high,0.7132894000000001,0.7792106,0.77625,0.79375,0.8758888000000001,0.7766668000000001,0.639,0.77984
L-SHADE,degl,interm,mid,high,high,0.7082894000000001,0.7495394000000001,0.76625,0.67625,0.7349998000000001,0.4288888,0.46996,0.46146
JDE,rand/1,bin,mid,high,mid,0.7119738,0.783158,0.7475,0.74125,0.8640002,0.6365556,0.7882600000000001,0.7994399999999999
JDE,rand/1,interm,mid,high,mid,0.7202632,0.7813818,0.7325,0.74125,0.8917778000000001,0.743111,0.85624,0.8867799999999999
JDE,curr_p_best,bin,mid,high,mid,0.7173684,0.7844078,0.73625,0.74875,0.9043334,0.782333,0.84124,0.86582
JDE,curr_p_best,interm,mid,high,mid,0.7197366,0.7798684,0.73875,0.785,0.9219998,0.7995555999999999,0.87044,0.85798
JDE,degl,bin,mid,high,mid,0.7191446,0.7820391999999999,0.76875,0.77,0.8711111999999999,0.79,0.81014,0.81226
JDE,degl,interm,mid,high,mid,0.7210525999999999,0.781908,0.77375,0.79125,0.8434444,0.7872224,0.76476,0.79466
JADE,rand/1,bin,mid,high,mid,0.7165134,0.7829606,0.74375,0.73875,0.837889,0.6392224,0.52258,0.56834
JADE,rand/1,interm,mid,high,mid,0.7221052,0.7829604,0.75875,0.72,0.8645556000000001,0.7138888000000001,0.8822200000000001,0.88994
JADE,curr_p_best,bin,mid,high,mid,0.7172368,0.781579,0.735,0.72375,0.9603332,0.8255554,0.82952,0.8181
JADE,curr_p_best,interm,mid,high,mid,0.7220394,0.7803948,0.76,0.75,0.944111,0.8348888000000001,0.86782,0.86266
JADE,degl,bin,mid,high,mid,0.7160528,0.781579,0.79375,0.76625,0.8875556,0.8086668,0.69282,0.80812
JADE,degl,interm,mid,high,mid,0.708487,0.7516446,0.75,0.67625,0.7528888000000001,0.4557778,0.4606,0.49162
SHADE,rand/1,bin,mid,high,mid,0.7161184,0.7830921999999999,0.77,0.7425,0.8753334,0.7084444000000001,0.5154,0.5484600000000001
SHADE,rand/1,interm,mid,high,mid,0.7199342,0.7839474,0.76625,0.7525,0.8193334000000001,0.727,0.86418,0.8926200000000001
SHADE,curr_p_best,bin,mid,high,mid,0.7161185999999999,0.7838814000000001,0.74625,0.7725,0.9584442,0.8168890000000001,0.82462,0.80578
SHADE,curr_p_best,interm,mid,high,mid,0.7202632,0.7810526,0.75875,0.75,0.9387776,0.8342222,0.8638600000000001,0.85414
SHADE,degl,bin,mid,high,mid,0.7328948000000001,0.7803292,0.75,0.76625,0.9345554,0.8142224,0.72,0.79548
SHADE,degl,interm,mid,high,mid,0.712763,0.7525002,0.74875,0.6925,0.7472222,0.4297778,0.44256,0.4855600000000001
L-SHADE,rand/1,bin,mid,high,mid,0.7188156,0.7828291999999999,0.73875,0.71375,0.8813334,0.6966666,0.7981,0.8004
L-SHADE,rand/1,interm,mid,high,mid,0.7207236,0.7832238,0.775,0.78,0.8422221999999999,0.7182221999999999,0.8564799999999999,0.88044
L-SHADE,curr_p_best,bin,mid,high,mid,0.7205924,0.7853948000000001,0.77375,0.73,0.954111,0.7879998,0.79568,0.78854
L-SHADE,curr_p_best,interm,mid,high,mid,0.7211184,0.778421,0.77125,0.76875,0.9354446,0.7994446,0.8361200000000001,0.8439399999999999
L-SHADE,degl,bin,mid,high,mid,0.7276974,0.779342,0.75375,0.7575,0.9304444,0.7827778000000001,0.65222,0.7834
L-SHADE,degl,interm,mid,high,mid,0.7173026,0.7517106,0.75625,0.7075,0.779222,0.4083332,0.4429,0.44276
JDE,rand/1,bin,mid,high,low,0.7157894,0.7834211999999999,0.74375,0.705,0.8581114,0.6314444,0.7814800000000001,0.79052
JDE,rand/1,interm,mid,high,low,0.720329,0.784342,0.76375,0.7525,0.8445556000000001,0.7283334,0.84836,0.8971399999999999
JDE,curr_p_best,bin,mid,high,low,0.718684,0.78375,0.7525,0.745,0.9155556,0.7497778,0.8405,0.89466
JDE,curr_p_best,interm,mid,high,low,0.7185526,0.781579,0.76375,0.75,0.8998888,0.7672222,0.8713200000000001,0.8871
JDE,degl,bin,mid,high,low,0.7197368000000001,0.7823028000000001,0.79375,0.76625,0.8288888000000001,0.7898890000000001,0.82962,0.8456799999999999
JDE,degl,interm,mid,high,low,0.7228289999999999,0.7851974,0.78375,0.76375,0.831,0.772889,0.81072,0.8303200000000001
JADE,rand/1,bin,mid,high,low,0.7182238000000001,0.785592,0.73,0.7325,0.7682224,0.5898888000000001,0.49828,0.5484399999999999
JADE,rand/1,interm,mid,high,low,0.7217104,0.7847368,0.7675,0.72125,0.7975552,0.7141109999999999,0.8909799999999999,0.8965
JADE,curr_p_best,bin,mid,high,low,0.7201974,0.781513,0.7275,0.73625,0.8690000000000001,0.8182224,0.86224,0.8529399999999999
JADE,curr_p_best,interm,mid,high,low,0.7214474,0.7831578,0.775,0.7725,0.8968888,0.8287778,0.8782200000000001,0.87184
JADE,degl,bin,mid,high,low,0.7195391999999999,0.7780262,0.7575,0.75125,0.9203332,0.8167778,0.7482800000000001,0.82052
JADE,degl,interm,mid,high,low,0.7095398,0.7618421999999999,0.755,0.7675,0.7237778,0.4483332,0.4825,0.49462
SHADE,rand/1,bin,mid,high,low,0.719737,0.7831578,0.7325,0.7225,0.8356665999999999,0.6624444,0.48704,0.64132
SHADE,rand/1,interm,mid,high,low,0.722763,0.7855264,0.77,0.73625,0.793111,0.7188888000000001,0.89244,0.89746
SHADE,curr_p_best,bin,mid,high,low,0.7186842,0.7842106,0.74625,0.77,0.962111,0.8208888000000001,0.85682,0.84378
SHADE,curr_p_best,interm,mid,high,low,0.7213816,0.7825,0.765,0.7675,0.9425554,0.8278888000000001,0.87646,0.8721200000000001
SHADE,degl,bin,mid,high,low,0.7217104,0.7821052,0.77625,0.745,0.9414444,0.8414444,0.74826,0.80906
SHADE,degl,interm,mid,high,low,0.7123026,0.7574342,0.74875,0.72125,0.7235554,0.4391112,0.43332,0.45554
L-SHADE,rand/1,bin,mid,high,low,0.7166448000000001,0.7830264,0.745,0.7175,0.8374446,0.6896666,0.77094,0.8125
L-SHADE,rand/1,interm,mid,high,low,0.7189474,0.7845396,0.76625,0.7425,0.8091111999999999,0.7172221999999999,0.8775799999999999,0.88926
L-SHADE,curr_p_best,bin,mid,high,low,0.7143421999999999,0.7822368000000001,0.74625,0.75,0.9307778,0.8082222,0.83554,0.8328200000000001
L-SHADE,curr_p_best,interm,mid,high,low,0.7232896,0.7828288,0.76625,0.75875,0.916889,0.7994444,0.8596,0.86026
L-SHADE,degl,bin,mid,high,low,0.7201316,0.7851314,0.765,0.75875,0.9145556,0.8171114,0.7329399999999999,0.80038
L-SHADE,degl,interm,mid,high,low,0.7178948,0.7650001999999999,0.69625,0.7375,0.7427779999999999,0.4728890000000001,0.43768,0.46604
JDE,rand/1,bin,mid,mid,high,0.7157234,0.7819735999999999,0.725,0.71375,0.8574441999999999,0.6265556,0.81496,0.8118
JDE,rand/1,interm,mid,mid,high,0.7213158000000001,0.7805922,0.7325,0.775,0.923111,0.7138888000000001,0.8379,0.8824799999999999
JDE,curr_p_best,bin,mid,mid,high,0.715921,0.7830262,0.7575,0.7425,0.9066666,0.763889,0.8408,0.8319200000000001
JDE,curr_p_best,interm,mid,mid,high,0.7192764,0.7805922,0.74625,0.7775,0.9146666,0.801778,0.8389200000000001,0.7943399999999999
JDE,degl,bin,mid,mid,high,0.7205264,0.7811186,0.7625,0.76625,0.8381112,0.7989998,0.7629,0.7632399999999999
JDE,degl,interm,mid,mid,high,0.7189474,0.7788158000000001,0.75375,0.765,0.8655554,0.7918890000000001,0.7308,0.73848
JADE,rand/1,bin,mid,mid,high,0.7163818000000001,0.7830264,0.73125,0.72375,0.852,0.5942221999999999,0.5383,0.5875199999999999
JADE,rand/1,interm,mid,mid,high,0.722434,0.7823682,0.73625,0.7625,0.8854441999999999,0.734889,0.86014,0.8841200000000001
JADE,curr_p_best,bin,mid,mid,high,0.7279606,0.7823026,0.7525,0.765,0.9267778,0.8226665999999999,0.79902,0.80558
JADE,curr_p_best,interm,mid,mid,high,0.7180262,0.7783554,0.75375,0.79375,0.9354446,0.8205554,0.8479399999999999,0.8537
JADE,degl,bin,mid,mid,high,0.7196712,0.7819078,0.7525,0.74625,0.8780002,0.7904441999999999,0.67188,0.79328
JADE,degl,interm,mid,mid,high,0.7026974,0.7342764,0.75125,0.70875,0.7237778,0.4615556,0.46752,0.49678
SHADE,rand/1,bin,mid,mid,high,0.7151974,0.7832238,0.75125,0.7225,0.9101112,0.6627778,0.5325,0.59236
SHADE,rand/1,interm,mid,mid,high,0.7230262,0.7853945999999999,0.75875,0.7675,0.9045556,0.721111,0.8710600000000001,0.8851600000000001
SHADE,curr_p_best,bin,mid,mid,high,0.7164472,0.7828948,0.7175,0.7625,0.9537778,0.835,0.78994,0.792
SHADE,curr_p_best,interm,mid,mid,high,0.7236842,0.7784208,0.77125,0.725,0.921,0.8242224,0.8313200000000001,0.8458
SHADE,degl,bin,mid,mid,high,0.7186184,0.7774340000000001,0.7575,0.78,0.9187776,0.8098888000000001,0.6732,0.79052
SHADE,degl,interm,mid,mid,high,0.7117106,0.7347372,0.75625,0.68875,0.735,0.4295554,0.44608,0.49976
L-SHADE,rand/1,bin,mid,mid,high,0.720921,0.7834211999999999,0.74625,0.7475,0.9296666,0.7091109999999999,0.77294,0.79096
L-SHADE,rand/1,interm,mid,mid,high,0.7199342,0.7800001999999999,0.765,0.75375,0.9035556,0.7292224,0.84198,0.87674
L-SHADE,curr_p_best,bin,mid,mid,high,0.7241449999999999,0.7830921999999999,0.7725,0.74875,0.9496664,0.7976666,0.75342,0.7681
L-SHADE,curr_p_best,interm,mid,mid,high,0.725329,0.7807894000000001,0.75625,0.7775,0.9366666,0.8096666,0.8151,0.8376
L-SHADE,degl,bin,mid,mid,high,0.7207892,0.778158,0.75875,0.74,0.9009998,0.7824446,0.62884,0.7862399999999999
L-SHADE,degl,interm,mid,mid,high,0.7094078,0.7461844,0.77625,0.68625,0.76,0.4123332,0.4473,0.48464
JDE,rand/1,bin,mid,mid,mid,0.714079,0.7830262,0.7425,0.7275,0.8586668,0.634,0.81104,0.8008
JDE,rand/1,interm,mid,mid,mid,0.7174344,0.784737,0.7325,0.7575,0.8905556,0.7338888000000001,0.866,0.8914200000000001
JDE,curr_p_best,bin,mid,mid,mid,0.718092,0.7833551999999999,0.745,0.7475,0.925111,0.7745554,0.86072,0.86174
JDE,curr_p_best,interm,mid,mid,mid,0.719671,0.7805262,0.75,0.75125,0.8932222,0.8235556,0.86526,0.8418200000000001
JDE,degl,bin,mid,mid,mid,0.7174998,0.7828288,0.75,0.77375,0.865778,0.8175555999999999,0.8075600000000001,0.8037
JDE,degl,interm,mid,mid,mid,0.7211184,0.7800658,0.7425,0.7975,0.8946666,0.7986666,0.75498,0.76836
JADE,rand/1,bin,mid,mid,mid,0.7153946,0.7842762,0.7525,0.72375,0.8135554,0.6297775999999999,0.52846,0.5643
JADE,rand/1,interm,mid,mid,mid,0.7220394,0.7840132,0.77,0.75625,0.8324444,0.7258892,0.8695200000000001,0.8893399999999999
JADE,curr_p_best,bin,mid,mid,mid,0.7184868000000001,0.7823028000000001,0.74375,0.73875,0.9406666,0.8216664,0.8233799999999999,0.8238200000000001
JADE,curr_p_best,interm,mid,mid,mid,0.7177631999999999,0.7798684,0.75625,0.765,0.9412222,0.8344444,0.86508,0.8594
JADE,degl,bin,mid,mid,mid,0.7198026,0.7796054,0.72375,0.77125,0.9348888,0.812,0.66896,0.8052199999999999
JADE,degl,interm,mid,mid,mid,0.7119738,0.7442104,0.75875,0.7225,0.7816668000000001,0.4732222,0.42924,0.48084
SHADE,rand/1,bin,mid,mid,mid,0.7196054000000001,0.7833551999999999,0.72625,0.73,0.894,0.691,0.51368,0.5988399999999999
SHADE,rand/1,interm,mid,mid,mid,0.7226974,0.7825658000000001,0.7525,0.755,0.8083332,0.736889,0.8813200000000001,0.8920799999999999
SHADE,curr_p_best,bin,mid,mid,mid,0.714079,0.7817761999999999,0.7625,0.7275,0.9655554,0.8342224,0.81672,0.8124
SHADE,curr_p_best,interm,mid,mid,mid,0.7211841999999999,0.7832894,0.73875,0.7675,0.9422224,0.8371111999999999,0.8562,0.8564799999999999
SHADE,degl,bin,mid,mid,mid,0.7175,0.7794078000000001,0.755,0.76375,0.925889,0.8192219999999999,0.7038399999999999,0.79498
SHADE,degl,interm,mid,mid,mid,0.7056578,0.7660528,0.7625,0.68125,0.7257778,0.4523334,0.44238,0.44474
L-SHADE,rand/1,bin,mid,mid,mid,0.7223028,0.7824344,0.74,0.74125,0.8762222,0.699222,0.77904,0.8013399999999999
L-SHADE,rand/1,interm,mid,mid,mid,0.7236842,0.7830264,0.765,0.7575,0.8304446,0.7325556,0.86854,0.8826799999999999
L-SHADE,curr_p_best,bin,mid,mid,mid,0.7195394,0.7836841999999999,0.75625,0.75875,0.9543332,0.798111,0.78968,0.79076
L-SHADE,curr_p_best,interm,mid,mid,mid,0.7228289999999999,0.7825,0.75125,0.7825,0.9428892,0.8206665999999999,0.8417,0.8447600000000001
L-SHADE,degl,bin,mid,mid,mid,0.72125,0.7773682,0.76625,0.73375,0.9373334,0.8012222,0.6842600000000001,0.77188
L-SHADE,degl,interm,mid,mid,mid,0.7176974,0.7492764000000001,0.7425,0.70375,0.7426666000000001,0.4417776,0.48042,0.4739
JDE,rand/1,bin,mid,mid,low,0.7147368000000001,0.7836184,0.71875,0.7375,0.8424446,0.6372222,0.77578,0.80098
JDE,rand/1,interm,mid,mid,low,0.7202632,0.7827632,0.73875,0.735,0.814667,0.7307781999999999,0.8594,0.89956
JDE,curr_p_best,bin,mid,mid,low,0.7196712,0.7830921999999999,0.74375,0.71625,0.8548888000000001,0.7731111999999999,0.8275,0.8934200000000001
JDE,curr_p_best,interm,mid,mid,low,0.7223682,0.7817105999999999,0.76125,0.7525,0.8618888000000001,0.7821108,0.88576,0.88318
JDE,degl,bin,mid,mid,low,0.720329,0.7846054,0.7775,0.7525,0.8906666,0.7857776,0.8471799999999999,0.83534
JDE,degl,interm,mid,mid,low,0.7236842,0.781579,0.7775,0.7525,0.8443332,0.7716666,0.7880199999999999,0.8154399999999999
JADE,rand/1,bin,mid,mid,low,0.7165132,0.7825658000000001,0.71125,0.74125,0.7922222,0.6524444,0.4869600000000001,0.5464
JADE,rand/1,interm,mid,mid,low,0.7183552,0.7842766,0.77625,0.7525,0.7788888,0.7164446,0.88864,0.8955799999999999
JADE,curr_p_best,bin,mid,mid,low,0.7167762,0.7826316,0.73875,0.71125,0.9637776,0.826,0.8568600000000001,0.85316
JADE,curr_p_best,interm,mid,mid,low,0.7223026,0.7826972,0.74125,0.7325,0.9422222,0.8265556000000001,0.88082,0.87144
JADE,degl,bin,mid,mid,low,0.7174998,0.7819735999999999,0.7875,0.7525,0.8958888,0.8323332,0.7623,0.81812
JADE,degl,interm,mid,mid,low,0.720855,0.7558552,0.75625,0.73875,0.7323331999999999,0.4994446,0.47594,0.48816
SHADE,rand/1,bin,mid,mid,low,0.715,0.783355,0.7375,0.745,0.8441110000000001,0.6876668,0.4798,0.76348
SHADE,rand/1,interm,mid,mid,low,0.7225656,0.784671,0.7575,0.74875,0.7764444,0.7067776,0.8905,0.89412
SHADE,curr_p_best,bin,mid,mid,low,0.7169082,0.7830262,0.74375,0.68375,0.9633334,0.8385556000000001,0.8576600000000001,0.8427600000000001
SHADE,curr_p_best,interm,mid,mid,low,0.7216446,0.7836841999999999,0.78125,0.7325,0.9451112,0.8159998,0.8769600000000001,0.8658
SHADE,degl,bin,mid,mid,low,0.7217764,0.7853289999999999,0.7675,0.73625,0.9401114,0.8450002000000001,0.73524,0.80266
SHADE,degl,interm,mid,mid,low,0.712829,0.7736184,0.77375,0.70125,0.7659998,0.4753334,0.46584,0.47616
L-SHADE,rand/1,bin,mid,mid,low,0.717237,0.7850658,0.74875,0.7375,0.858778,0.6853334,0.76386,0.81398
L-SHADE,rand/1,interm,mid,mid,low,0.7227631999999999,0.7834868,0.74625,0.7725,0.7881111999999999,0.7131112,0.8783,0.8872399999999999
L-SHADE,curr_p_best,bin,mid,mid,low,0.7174341999999999,0.7838818000000001,0.7525,0.74125,0.9556668,0.821,0.8371799999999999,0.8295799999999999
L-SHADE,curr_p_best,interm,mid,mid,low,0.7203948,0.785987,0.735,0.745,0.9433332,0.8189998000000001,0.8616,0.8591200000000001
L-SHADE,degl,bin,mid,mid,low,0.7184866,0.78625,0.77,0.765,0.9192222,0.8214446,0.72668,0.7901199999999999
L-SHADE,degl,interm,mid,mid,low,0.7102632,0.7554604,0.7625,0.64375,0.7475558000000001,0.4831112,0.46228,0.46488
JDE,rand/1,bin,mid,low,high,0.7099344,0.7834868,0.735,0.7275,0.8974443999999999,0.6263331999999999,0.8186399999999999,0.80596
JDE,rand/1,interm,mid,low,high,0.7217104,0.7838816,0.75625,0.76,0.9253334,0.7303335999999999,0.83394,0.88356
JDE,curr_p_best,bin,mid,low,high,0.719934,0.782829,0.7575,0.7625,0.912889,0.805111,0.84944,0.8196399999999999
JDE,curr_p_best,interm,mid,low,high,0.7182236,0.7809868000000001,0.74375,0.7725,0.9284446,0.8021108,0.83886,0.79328
JDE,degl,bin,mid,low,high,0.7194078,0.783684,0.74875,0.73875,0.8793334,0.7988890000000001,0.75008,0.7710199999999999
JDE,degl,interm,mid,low,high,0.7246712,0.7783551999999999,0.77875,0.795,0.8563332,0.8035554,0.70214,0.7378
JADE,rand/1,bin,mid,low,high,0.715987,0.7817764,0.73,0.73125,0.7993334,0.6304444,0.54672,0.5899
JADE,rand/1,interm,mid,low,high,0.7224341999999999,0.7873026,0.735,0.77,0.8594444,0.726889,0.8698600000000001,0.88284
JADE,curr_p_best,bin,mid,low,high,0.7167762,0.7828948,0.7525,0.74875,0.9554446,0.837889,0.79506,0.8075399999999999
JADE,curr_p_best,interm,mid,low,high,0.7157238,0.7813818,0.78125,0.76875,0.9354442,0.8454444,0.8434,0.85488
JADE,degl,bin,mid,low,high,0.7201318,0.7824342,0.78125,0.74125,0.925,0.8033332,0.68248,0.79692
JADE,degl,interm,mid,low,high,0.7173684,0.7529604,0.7875,0.72625,0.7516666,0.4557778,0.45914,0.51294
SHADE,rand/1,bin,mid,low,high,0.7173684,0.7821054000000001,0.72875,0.7175,0.8894446,0.6415554,0.5422399999999999,0.58396
SHADE,rand/1,interm,mid,low,high,0.7219734,0.7810526,0.7675,0.76625,0.8848889999999999,0.7275556,0.8662,0.8880399999999999
SHADE,curr_p_best,bin,mid,low,high,0.7219736,0.7830924,0.76375,0.72375,0.9563334,0.8220000000000001,0.7892600000000001,0.79268
SHADE,curr_p_best,interm,mid,low,high,0.719408,0.7794076,0.74625,0.79375,0.9351112,0.8295556000000001,0.8427600000000001,0.84616
SHADE,degl,bin,mid,low,high,0.712829,0.7792764,0.76375,0.78125,0.8990002,0.8207780000000001,0.6459999999999999,0.78952
SHADE,degl,interm,mid,low,high,0.7107236,0.7515132,0.7475,0.68,0.7545556,0.4356666,0.46846,0.48294
L-SHADE,rand/1,bin,mid,low,high,0.7151972,0.783684,0.7375,0.72625,0.903889,0.7063334,0.77854,0.7859999999999999
L-SHADE,rand/1,interm,mid,low,high,0.7211841999999999,0.7832236,0.7525,0.765,0.9006665999999999,0.7405556,0.8545,0.8786200000000001
L-SHADE,curr_p_best,bin,mid,low,high,0.7195391999999999,0.783092,0.76375,0.73375,0.9552222,0.8095555999999999,0.7599199999999999,0.7671
L-SHADE,curr_p_best,interm,mid,low,high,0.7194738,0.7811842,0.74875,0.7875,0.9371112,0.8223332,0.81486,0.83342
L-SHADE,degl,bin,mid,low,high,0.7234868,0.77375,0.76375,0.7275,0.9103332,0.7851111999999999,0.6524399999999999,0.78118
L-SHADE,degl,interm,mid,low,high,0.706579,0.7513816,0.73625,0.68,0.7686666,0.4884444000000001,0.4653,0.46502
JDE,rand/1,bin,mid,low,mid,0.7107238,0.784408,0.74,0.7275,0.8663335999999999,0.6288888000000001,0.8072199999999999,0.81206
JDE,rand/1,interm,mid,low,mid,0.7200658000000001,0.781316,0.7675,0.7275,0.8978889999999999,0.727111,0.83362,0.88936
JDE,curr_p_best,bin,mid,low,mid,0.7151314000000001,0.7820394,0.72875,0.75125,0.923,0.7913334,0.85464,0.8526799999999999
