evolution_method,mutation,crossover,batch_type,batch_offset_type,sub_gen_type,magic,magic_normalized,qsar,qsar_normalized,gass,gass_normalized,mnist,mnist_normalized
JDE,curr_p_best,interm,mid,low,mid,0.7192105999999999,0.7829606,0.76625,0.7525,0.8823332,0.8129998,0.8645,0.8326399999999999
JDE,degl,bin,mid,low,mid,0.7170394,0.782237,0.7675,0.74875,0.8733335999999999,0.797111,0.80928,0.80132
JDE,degl,interm,mid,low,mid,0.7216448000000001,0.781579,0.76,0.77375,0.8051111999999999,0.8092222,0.75338,0.76474
JADE,rand/1,bin,mid,low,mid,0.715592,0.7829604,0.76375,0.6925,0.8548888000000001,0.6231111999999999,0.5302,0.58518
JADE,rand/1,interm,mid,low,mid,0.7207895999999999,0.7873682,0.7425,0.75875,0.7946666,0.7217778,0.87218,0.8911
JADE,curr_p_best,bin,mid,low,mid,0.7159211999999999,0.7818421999999999,0.74875,0.72,0.9353334,0.8166666,0.8288399999999999,0.8154600000000001
JADE,curr_p_best,interm,mid,low,mid,0.7198684000000001,0.7838158000000001,0.77625,0.77125,0.938111,0.8262222,0.8634200000000001,0.8567600000000001
JADE,degl,bin,mid,low,mid,0.7155264,0.7830262,0.77,0.73,0.918111,0.8174444000000001,0.69176,0.80174
JADE,degl,interm,mid,low,mid,0.7152632,0.756842,0.7575,0.69125,0.7521111999999999,0.4996664000000001,0.48232,0.49676
SHADE,rand/1,bin,mid,low,mid,0.715658,0.7835528,0.72,0.7475,0.9027778,0.6809999999999999,0.5235,0.66778
SHADE,rand/1,interm,mid,low,mid,0.72125,0.7824342,0.74875,0.75625,0.8351111999999999,0.7382221999999999,0.8836799999999999,0.8918
SHADE,curr_p_best,bin,mid,low,mid,0.7208554,0.7841446,0.70875,0.76,0.9648886,0.817778,0.8156,0.81152
SHADE,curr_p_best,interm,mid,low,mid,0.721579,0.7832894,0.73625,0.78625,0.9427778,0.8268888000000001,0.8561200000000001,0.8505799999999999
SHADE,degl,bin,mid,low,mid,0.7184868000000001,0.775263,0.75875,0.7825,0.9384444,0.8286667999999999,0.70196,0.80382
SHADE,degl,interm,mid,low,mid,0.7080261999999999,0.7436842,0.735,0.68375,0.7601111999999999,0.436222,0.43994,0.45812
L-SHADE,rand/1,bin,mid,low,mid,0.7208551999999999,0.7852631999999999,0.74625,0.72,0.8593332,0.7030002,0.7924,0.79532
L-SHADE,rand/1,interm,mid,low,mid,0.720658,0.7852631999999999,0.77125,0.76625,0.8434444,0.7236666,0.86424,0.8782399999999999
L-SHADE,curr_p_best,bin,mid,low,mid,0.7173682,0.782829,0.73375,0.75375,0.9566666,0.8043332,0.78828,0.78878
L-SHADE,curr_p_best,interm,mid,low,mid,0.7233552,0.7817764,0.73875,0.76125,0.9375554,0.8135558,0.83724,0.8430799999999999
L-SHADE,degl,bin,mid,low,mid,0.7198024000000001,0.7804606,0.75625,0.77375,0.9363332,0.8071111999999999,0.68618,0.78832
L-SHADE,degl,interm,mid,low,mid,0.7115792,0.7398026,0.7175,0.67125,0.7432221999999999,0.4586668,0.46638,0.46806
JDE,rand/1,bin,mid,low,low,0.7141448,0.7826974,0.72375,0.735,0.8493332,0.6306666,0.78866,0.80006
JDE,rand/1,interm,mid,low,low,0.7178945999999999,0.7832894,0.7475,0.74875,0.8576668,0.7257778,0.8582,0.8990799999999999
JDE,curr_p_best,bin,mid,low,low,0.7166446,0.7851975999999999,0.7675,0.76,0.8764441999999999,0.7634444,0.85554,0.88838
JDE,curr_p_best,interm,mid,low,low,0.7190131999999999,0.7840132,0.7625,0.7525,0.9315558,0.7855554,0.8704200000000001,0.87574
JDE,degl,bin,mid,low,low,0.720329,0.7800658,0.74625,0.77125,0.8472221999999999,0.8131109999999999,0.83434,0.83806
JDE,degl,interm,mid,low,low,0.7219081999999999,0.7838158000000001,0.75375,0.755,0.8914443999999999,0.8140000000000001,0.7964399999999999,0.80796
JADE,rand/1,bin,mid,low,low,0.7144081999999999,0.7842104,0.7375,0.67875,0.8594446,0.629778,0.49484,0.5572199999999999
JADE,rand/1,interm,mid,low,low,0.7232892,0.7855922,0.76375,0.73875,0.7793332,0.7047776,0.882,0.89394
JADE,curr_p_best,bin,mid,low,low,0.7190131999999999,0.7819738,0.75,0.74125,0.9642222,0.817667,0.8605,0.84606
JADE,curr_p_best,interm,mid,low,low,0.7182236,0.7826314,0.71875,0.75,0.9054446,0.8222219999999999,0.87964,0.8693799999999999
JADE,degl,bin,mid,low,low,0.7204604,0.7817105999999999,0.78,0.77625,0.9168888,0.8428889999999999,0.74166,0.82084
JADE,degl,interm,mid,low,low,0.718092,0.7698684,0.76875,0.7125,0.7792222,0.4776666,0.47256,0.50138
SHADE,rand/1,bin,mid,low,low,0.7153948,0.7847366,0.71625,0.7275,0.8254444,0.6991111999999999,0.49538,0.6978800000000001
SHADE,rand/1,interm,mid,low,low,0.7227631999999999,0.783026,0.76625,0.73625,0.7987778,0.7081109999999999,0.8908200000000001,0.89566
SHADE,curr_p_best,bin,mid,low,low,0.7175,0.7844736,0.72375,0.74375,0.9647776,0.8213334000000001,0.85488,0.8333799999999999
SHADE,curr_p_best,interm,mid,low,low,0.721579,0.7846052,0.775,0.75625,0.9507776,0.8271111999999999,0.8738,0.861
SHADE,degl,bin,mid,low,low,0.7205262,0.7857236,0.7475,0.77875,0.9265558,0.8486665999999999,0.74968,0.80706
SHADE,degl,interm,mid,low,low,0.7042762,0.764079,0.74125,0.675,0.7492222,0.4645554,0.4643600000000001,0.46842
L-SHADE,rand/1,bin,mid,low,low,0.7180262,0.7824998000000001,0.74375,0.7475,0.8685554,0.6964446,0.79102,0.81194
L-SHADE,rand/1,interm,mid,low,low,0.7194735999999999,0.7853289999999999,0.7575,0.75875,0.8107778,0.7070000000000001,0.8795,0.8864
L-SHADE,curr_p_best,bin,mid,low,low,0.7182238000000001,0.7817764,0.765,0.74625,0.957111,0.818889,0.83286,0.8201200000000001
L-SHADE,curr_p_best,interm,mid,low,low,0.7248026,0.7834211999999999,0.7575,0.75125,0.9451112,0.8147778,0.8555200000000001,0.8606600000000001
L-SHADE,degl,bin,mid,low,low,0.7299342,0.782763,0.76875,0.7575,0.9466666,0.8083334,0.72702,0.79164
L-SHADE,degl,interm,mid,low,low,0.7124342,0.7746712,0.75125,0.70625,0.7681111999999999,0.4863334,0.4840600000000001,0.47692
JDE,rand/1,bin,high,high,high,0.7138158,0.7834868,0.7525,0.71375,0.9087778,0.6573332,0.84554,0.8381
JDE,rand/1,interm,high,high,high,0.7202634,0.782237,0.75375,0.785,0.9193332,0.7357778,0.8272,0.88712
JDE,curr_p_best,bin,high,high,high,0.7213816,0.7808552,0.78875,0.76875,0.9143334,0.7892222,0.8306399999999999,0.84216
JDE,curr_p_best,interm,high,high,high,0.721842,0.7848028,0.77875,0.78625,0.8983332,0.8185554,0.83236,0.80808
JDE,degl,bin,high,high,high,0.7213158000000001,0.7811844,0.78125,0.76625,0.8228888000000001,0.7929998,0.7529600000000001,0.78484
JDE,degl,interm,high,high,high,0.7248026,0.7816448,0.77125,0.79,0.8326665999999999,0.8037778,0.73344,0.76442
JADE,rand/1,bin,high,high,high,0.7236184,0.780987,0.8125,0.71375,0.8325556000000001,0.6197778,0.6157199999999999,0.65362
JADE,rand/1,interm,high,high,high,0.725329,0.7847368,0.76,0.7375,0.9053332,0.7467778,0.8468,0.89018
JADE,curr_p_best,bin,high,high,high,0.7364474,0.7808552,0.7825,0.76375,0.9565556,0.8182225999999999,0.8106,0.81596
JADE,curr_p_best,interm,high,high,high,0.7211185999999999,0.7765132,0.7575,0.76375,0.8571112,0.8495556000000001,0.84724,0.8648600000000001
JADE,degl,bin,high,high,high,0.7228289999999999,0.765921,0.77875,0.765,0.8783334,0.7962222,0.65794,0.8227200000000001
JADE,degl,interm,high,high,high,0.7305262,0.7407894,0.775,0.705,0.7453334,0.4016668,0.4652,0.5326
SHADE,rand/1,bin,high,high,high,0.720592,0.7821052,0.76875,0.7525,0.8711110000000001,0.6526666,0.62102,0.69576
SHADE,rand/1,interm,high,high,high,0.7180264000000001,0.7827632,0.775,0.76125,0.9301112,0.745889,0.8551200000000001,0.8912399999999999
SHADE,curr_p_best,bin,high,high,high,0.7660526,0.7821052,0.75625,0.745,0.9577778,0.8393334000000001,0.79776,0.79878
SHADE,curr_p_best,interm,high,high,high,0.7220394,0.7836184,0.81375,0.7675,0.9322224,0.8418888000000001,0.8445799999999999,0.8624799999999999
SHADE,degl,bin,high,high,high,0.7267762,0.7764474,0.78875,0.7875,0.8854443999999999,0.8306665999999999,0.6471600000000001,0.8177
SHADE,degl,interm,high,high,high,0.732829,0.7369078,0.775,0.68,0.737,0.3974444,0.45916,0.50042
L-SHADE,rand/1,bin,high,high,high,0.7282238,0.7823684000000001,0.7675,0.76375,0.9247778,0.7365554,0.8049,0.8145600000000001
L-SHADE,rand/1,interm,high,high,high,0.7235526,0.7832236,0.74125,0.7625,0.9204444,0.741,0.8476799999999999,0.8892
L-SHADE,curr_p_best,bin,high,high,high,0.764671,0.7792766,0.7725,0.76,0.9562222,0.8086668,0.77936,0.79518
L-SHADE,curr_p_best,interm,high,high,high,0.7206576,0.7803945999999999,0.7825,0.78375,0.9081108,0.8204442,0.8334600000000001,0.8547600000000001
L-SHADE,degl,bin,high,high,high,0.7223026,0.7782236,0.7875,0.7825,0.8176668,0.8005554,0.65868,0.81592
L-SHADE,degl,interm,high,high,high,0.7048024,0.743158,0.775,0.7,0.7566664000000001,0.3713332,0.4758,0.5011399999999999
JDE,rand/1,bin,high,high,mid,0.7148028000000001,0.782829,0.75375,0.7325,0.8798892,0.6662224,0.84798,0.84504
JDE,rand/1,interm,high,high,mid,0.7180262,0.7842104,0.765,0.76,0.8587778,0.7483334,0.8683799999999999,0.8973399999999999
JDE,curr_p_best,bin,high,high,mid,0.7186844,0.781842,0.7825,0.75875,0.8908889999999999,0.7984444,0.84078,0.8692200000000001
JDE,curr_p_best,interm,high,high,mid,0.7187498000000001,0.7845396,0.7525,0.76625,0.9209998,0.8274444,0.85382,0.8579600000000001
JDE,degl,bin,high,high,mid,0.7223026,0.7820396,0.77,0.76875,0.8458888000000001,0.7984446,0.78742,0.8252200000000001
JDE,degl,interm,high,high,mid,0.7211844000000001,0.7796054,0.7575,0.78,0.8077776,0.8113334,0.75616,0.8074399999999999
JADE,rand/1,bin,high,high,mid,0.7188816,0.7823686,0.77125,0.7375,0.8297778,0.6157776,0.60818,0.64764
JADE,rand/1,interm,high,high,mid,0.7223026,0.7844736,0.75625,0.76125,0.8823334,0.7568888,0.8677,0.89876
JADE,curr_p_best,bin,high,high,mid,0.7170396,0.7803948,0.75625,0.73625,0.935889,0.8491112,0.83126,0.82532
JADE,curr_p_best,interm,high,high,mid,0.7246052,0.7795394,0.7625,0.76625,0.9437778,0.8422221999999999,0.8521799999999999,0.8751399999999999
JADE,degl,bin,high,high,mid,0.7178948,0.7758554,0.735,0.75,0.8882224,0.8026666,0.70406,0.8305799999999999
JADE,degl,interm,high,high,mid,0.720329,0.7452634,0.765,0.70375,0.7374444,0.4838888,0.49278,0.52132
SHADE,rand/1,bin,high,high,mid,0.7176318,0.783421,0.73875,0.72,0.8629998,0.7166664,0.5987399999999999,0.64964
SHADE,rand/1,interm,high,high,mid,0.7228289999999999,0.7860526,0.77875,0.76625,0.8714448,0.7599998,0.8698,0.90142
SHADE,curr_p_best,bin,high,high,mid,0.7369078,0.7815131999999999,0.74875,0.7575,0.9633332,0.8438888000000001,0.8264,0.8154600000000001
SHADE,curr_p_best,interm,high,high,mid,0.7261186,0.784342,0.7825,0.7625,0.941889,0.850778,0.8506600000000001,0.86818
SHADE,degl,bin,high,high,mid,0.7181578000000001,0.776645,0.73,0.74375,0.8745554,0.8425554,0.7006600000000001,0.8243
SHADE,degl,interm,high,high,mid,0.7153948,0.7479606,0.76375,0.7075,0.8048890000000001,0.4202222,0.42898,0.49626
L-SHADE,rand/1,bin,high,high,mid,0.7170394,0.7804606,0.765,0.72375,0.9356668,0.7472222,0.8299799999999999,0.8243799999999999
L-SHADE,rand/1,interm,high,high,mid,0.7213816,0.7842762,0.79125,0.72,0.8722222,0.746,0.8613200000000001,0.8907799999999999
L-SHADE,curr_p_best,bin,high,high,mid,0.7259866,0.7809868000000001,0.74375,0.74375,0.9574446,0.8325558000000001,0.80072,0.80518
L-SHADE,curr_p_best,interm,high,high,mid,0.7244078,0.7830921999999999,0.78375,0.765,0.9396666,0.8273334000000001,0.8497600000000001,0.86444
L-SHADE,degl,bin,high,high,mid,0.72125,0.7805264000000001,0.76625,0.76875,0.8878889999999999,0.812778,0.67478,0.81614
L-SHADE,degl,interm,high,high,mid,0.7183552,0.7446052,0.76125,0.7025,0.759,0.3931112,0.4655,0.46718
JDE,rand/1,bin,high,high,low,0.7162502,0.7838158000000001,0.7525,0.73375,0.8964446,0.6685555999999999,0.84154,0.84114
JDE,rand/1,interm,high,high,low,0.7190131999999999,0.7848026,0.77125,0.765,0.923111,0.7415554,0.87792,0.8994200000000001
JDE,curr_p_best,bin,high,high,low,0.7205264,0.7823684000000001,0.77,0.74875,0.9072222,0.7656668000000001,0.8451,0.8894200000000001
JDE,curr_p_best,interm,high,high,low,0.7199342,0.7851315999999999,0.72125,0.75375,0.8783332,0.813778,0.87884,0.8820399999999999
JDE,degl,bin,high,high,low,0.7188156,0.7813158,0.76125,0.75125,0.8566666,0.8104442,0.80672,0.8462799999999999
JDE,degl,interm,high,high,low,0.7245394000000001,0.7801314,0.75125,0.7825,0.8442221999999999,0.7897778,0.7851199999999999,0.83878
JADE,rand/1,bin,high,high,low,0.7175,0.783158,0.7975,0.74375,0.8495554,0.639111,0.5817,0.64382
JADE,rand/1,interm,high,high,low,0.7214474,0.7833551999999999,0.7725,0.7425,0.8461110000000001,0.7414444,0.89444,0.90416
JADE,curr_p_best,bin,high,high,low,0.7209211999999999,0.7832894,0.78125,0.745,0.936889,0.8412219999999999,0.8623,0.85662
JADE,curr_p_best,interm,high,high,low,0.721842,0.7823682,0.77375,0.73,0.9451112,0.8368888000000001,0.8832200000000001,0.88576
JADE,degl,bin,high,high,low,0.7258554,0.7803948,0.7725,0.7675,0.8766668,0.8334444,0.70862,0.8271
JADE,degl,interm,high,high,low,0.7179606,0.7439474,0.7675,0.72875,0.7636666,0.4965556,0.4968,0.53808
SHADE,rand/1,bin,high,high,low,0.7161844,0.7813816,0.72375,0.70875,0.8413332,0.6974444000000001,0.57344,0.67802
SHADE,rand/1,interm,high,high,low,0.7224341999999999,0.7822368000000001,0.73125,0.735,0.9268888,0.7344441999999999,0.89294,0.90366
SHADE,curr_p_best,bin,high,high,low,0.7238814,0.7819735999999999,0.755,0.68875,0.9688892,0.8478888000000001,0.85406,0.8457600000000001
SHADE,curr_p_best,interm,high,high,low,0.7207894,0.7826972,0.7925,0.75375,0.949889,0.8623334,0.87866,0.8778600000000001
SHADE,degl,bin,high,high,low,0.7225,0.7821712,0.75375,0.76,0.9201112,0.8503334000000001,0.7391399999999999,0.8249200000000001
SHADE,degl,interm,high,high,low,0.7180922,0.7708552,0.7175,0.7375,0.7657778000000001,0.434889,0.4562,0.47978
L-SHADE,rand/1,bin,high,high,low,0.7155922,0.7833554,0.7875,0.7225,0.933889,0.7243331999999999,0.8415,0.8406799999999999
L-SHADE,rand/1,interm,high,high,low,0.7225658,0.7854606,0.76,0.7425,0.8576666,0.7283331999999999,0.88756,0.89992
L-SHADE,curr_p_best,bin,high,high,low,0.7218422,0.7840788000000001,0.76375,0.73,0.9618888,0.835889,0.84,0.83768
L-SHADE,curr_p_best,interm,high,high,low,0.7309211999999999,0.7817765999999999,0.7975,0.74875,0.9413334,0.839111,0.8709600000000001,0.8773799999999999
L-SHADE,degl,bin,high,high,low,0.719737,0.7805262,0.80125,0.7575,0.9163334,0.8270002000000001,0.72818,0.8203600000000001
L-SHADE,degl,interm,high,high,low,0.7149998000000001,0.7649998,0.7375,0.71875,0.7843332,0.4636664000000001,0.45392,0.4821
JDE,rand/1,bin,high,mid,high,0.7165132,0.77875,0.7675,0.7525,0.919111,0.6429998,0.8403200000000001,0.84178
JDE,rand/1,interm,high,mid,high,0.7163816,0.7828948,0.7725,0.75125,0.910889,0.7323331999999999,0.82104,0.88808
JDE,curr_p_best,bin,high,mid,high,0.720329,0.7823028000000001,0.7625,0.77125,0.9349996,0.7993336,0.81682,0.8167399999999999
JDE,curr_p_best,interm,high,mid,high,0.719342,0.781908,0.77375,0.74375,0.9146668,0.8308888000000001,0.83936,0.8032199999999999
JDE,degl,bin,high,mid,high,0.721908,0.7806578000000001,0.765,0.78125,0.8611110000000001,0.7983334,0.74724,0.78776
JDE,degl,interm,high,mid,high,0.714079,0.7754608000000001,0.7925,0.79875,0.8140000000000001,0.8090002,0.71702,0.7721
JADE,rand/1,bin,high,mid,high,0.7209868,0.7836184,0.76375,0.7225,0.8029999999999999,0.6625555999999999,0.62544,0.65354
JADE,rand/1,interm,high,mid,high,0.7213156,0.7799341999999999,0.75625,0.7775,0.9304446,0.7545554,0.85536,0.8919799999999999
JADE,curr_p_best,bin,high,mid,high,0.7150658000000001,0.7838816,0.755,0.735,0.9605556,0.8515554,0.8031,0.8258200000000001
JADE,curr_p_best,interm,high,mid,high,0.7217762,0.78375,0.78375,0.76625,0.9082222,0.8461110000000001,0.8515,0.86498
JADE,degl,bin,high,mid,high,0.7227631999999999,0.7740130000000001,0.77125,0.765,0.8989997999999999,0.8147776,0.69038,0.82936
JADE,degl,interm,high,mid,high,0.7156578,0.73875,0.77,0.7025,0.7284444,0.403778,0.48538,0.51662
SHADE,rand/1,bin,high,mid,high,0.7255921999999999,0.7825658000000001,0.7625,0.74625,0.8654444,0.6907778,0.63274,0.72132
SHADE,rand/1,interm,high,mid,high,0.7234868,0.7823684000000001,0.74375,0.7625,0.9285556,0.749889,0.84954,0.8925
SHADE,curr_p_best,bin,high,mid,high,0.7517106,0.781974,0.76,0.75,0.9571114,0.8342219999999999,0.79,0.81488
SHADE,curr_p_best,interm,high,mid,high,0.723092,0.7764472,0.78,0.77875,0.9302222,0.8435556000000001,0.8467399999999999,0.8618399999999999
SHADE,degl,bin,high,mid,high,0.7201974,0.7740132,0.74125,0.79,0.8845554,0.8270000000000001,0.68502,0.8196200000000001
SHADE,degl,interm,high,mid,high,0.7186186,0.7567764,0.77125,0.68375,0.779,0.399222,0.47462,0.48716
L-SHADE,rand/1,bin,high,mid,high,0.7344736,0.7814472,0.72375,0.76625,0.9297778,0.7194444000000001,0.80242,0.8199799999999999
L-SHADE,rand/1,interm,high,mid,high,0.7232892,0.7801315999999999,0.725,0.77125,0.9058888,0.7490000000000001,0.8288200000000001,0.8917799999999999
L-SHADE,curr_p_best,bin,high,mid,high,0.7543422,0.7794736,0.7825,0.73875,0.9477778,0.8279998,0.78708,0.80324
L-SHADE,curr_p_best,interm,high,mid,high,0.7216448000000001,0.7838158000000001,0.7825,0.76,0.932778,0.8232222,0.82752,0.8564200000000001
L-SHADE,degl,bin,high,mid,high,0.7210524,0.7745394,0.7725,0.775,0.8640000000000001,0.8092224,0.6463399999999999,0.8164399999999999
L-SHADE,degl,interm,high,mid,high,0.7174341999999999,0.7414474,0.72625,0.6875,0.725111,0.4158888,0.46102,0.4983800000000001
JDE,rand/1,bin,high,mid,mid,0.7180264000000001,0.7851974,0.765,0.695,0.9053334,0.6533336,0.8457600000000001,0.84336
JDE,rand/1,interm,high,mid,mid,0.7195396,0.7842106,0.7775,0.76125,0.8971110000000001,0.7595556,0.8342,0.8936799999999999
JDE,curr_p_best,bin,high,mid,mid,0.7196054000000001,0.7838156,0.75375,0.755,0.9345556,0.793111,0.828,0.8519399999999999
JDE,curr_p_best,interm,high,mid,mid,0.721513,0.7823028000000001,0.76375,0.75375,0.8785556000000001,0.8193334000000001,0.8595799999999999,0.83024
JDE,degl,bin,high,mid,mid,0.7198024000000001,0.7811842,0.77375,0.77,0.825111,0.7944446,0.7988,0.80578
JDE,degl,interm,high,mid,mid,0.7213816,0.7814474,0.74875,0.79,0.8212222,0.8103332,0.76882,0.7863600000000001
JADE,rand/1,bin,high,mid,mid,0.7199342,0.7826974,0.7425,0.70375,0.7859999999999999,0.6351111999999999,0.6161800000000001,0.65098
JADE,rand/1,interm,high,mid,mid,0.722105,0.7827632,0.72375,0.76,0.8815554,0.758889,0.8675200000000001,0.9005799999999999
JADE,curr_p_best,bin,high,mid,mid,0.7367104,0.7828948,0.7425,0.73125,0.9341112,0.8511112,0.82952,0.8319799999999999
JADE,curr_p_best,interm,high,mid,mid,0.7236842,0.7821054000000001,0.74,0.75125,0.9417776,0.8484441999999999,0.85372,0.8754
JADE,degl,bin,high,mid,mid,0.7201316,0.7775,0.78125,0.7725,0.9032222,0.815778,0.71812,0.8297200000000001
JADE,degl,interm,high,mid,mid,0.720592,0.7703948,0.77875,0.75,0.8162222,0.4437778,0.45088,0.535
SHADE,rand/1,bin,high,mid,mid,0.7183552,0.7830921999999999,0.76125,0.725,0.8563332,0.6748888000000001,0.60824,0.64996
SHADE,rand/1,interm,high,mid,mid,0.724605,0.7827632,0.76125,0.7575,0.8165555999999999,0.7556668000000001,0.8580200000000001,0.8987
SHADE,curr_p_best,bin,high,mid,mid,0.7557894000000001,0.784934,0.755,0.755,0.9622224,0.8434444,0.8221,0.8195
SHADE,curr_p_best,interm,high,mid,mid,0.7220392,0.7808552,0.765,0.77,0.9409998,0.8481112,0.86362,0.87236
SHADE,degl,bin,high,mid,mid,0.7193424,0.7779606,0.74625,0.7575,0.8743332,0.8334444,0.71332,0.82406
SHADE,degl,interm,high,mid,mid,0.7113818000000001,0.7489475999999999,0.73625,0.7275,0.7584446,0.4364446,0.4517600000000001,0.48272
L-SHADE,rand/1,bin,high,mid,mid,0.722763,0.7830921999999999,0.75,0.7325,0.945889,0.7464441999999999,0.8220799999999999,0.83068
L-SHADE,rand/1,interm,high,mid,mid,0.7216448000000001,0.7841448000000001,0.75625,0.73375,0.8795556000000001,0.768,0.8607,0.89718
L-SHADE,curr_p_best,bin,high,mid,mid,0.7346054,0.783421,0.77625,0.7725,0.9505554,0.8181114,0.80924,0.8123199999999999
L-SHADE,curr_p_best,interm,high,mid,mid,0.7242105999999999,0.782829,0.74375,0.7725,0.9194444,0.8452221999999999,0.8485799999999999,0.8622200000000001
L-SHADE,degl,bin,high,mid,mid,0.7249342,0.7790788000000001,0.745,0.755,0.9373334,0.8244444,0.68826,0.8154399999999999
L-SHADE,degl,interm,high,mid,mid,0.7184212,0.750987,0.76625,0.685,0.7586666,0.4262220000000001,0.4776,0.51546
JDE,rand/1,bin,high,mid,low,0.7171054,0.7833551999999999,0.7475,0.73875,0.8842222,0.6422222,0.8461,0.83868
JDE,rand/1,interm,high,mid,low,0.7204606,0.7823682,0.7575,0.7275,0.8644446,0.736111,0.85564,0.8985200000000001
JDE,curr_p_best,bin,high,mid,low,0.7197368000000001,0.7826318,0.74125,0.73375,0.8902222,0.7996666,0.82586,0.8868
JDE,curr_p_best,interm,high,mid,low,0.720263,0.7848684,0.755,0.77,0.9244442,0.8253332,0.88718,0.87272
JDE,degl,bin,high,mid,low,0.7217764,0.783684,0.785,0.78625,0.9267778,0.8134444000000001,0.7963,0.84906
JDE,degl,interm,high,mid,low,0.725263,0.7823026,0.74375,0.77875,0.8721110000000001,0.8053332,0.79584,0.82526
JADE,rand/1,bin,high,mid,low,0.7157894,0.7838158000000001,0.7675,0.74125,0.8501112,0.6302226,0.58562,0.64194
JADE,rand/1,interm,high,mid,low,0.723421,0.7841448000000001,0.7575,0.75875,0.8348888000000001,0.7493334,0.85396,0.90188
JADE,curr_p_best,bin,high,mid,low,0.7163158000000001,0.7844078,0.7725,0.745,0.9143334,0.8463334000000001,0.8588600000000001,0.8605200000000001
JADE,curr_p_best,interm,high,mid,low,0.7323684,0.7853289999999999,0.75625,0.75,0.9253332,0.8450002000000001,0.8695200000000001,0.8841
JADE,degl,bin,high,mid,low,0.7236844,0.7780262,0.7825,0.73,0.8883332,0.8494444,0.74392,0.83362
JADE,degl,interm,high,mid,low,0.708816,0.740592,0.76375,0.72625,0.7966666,0.4677778,0.45518,0.5141399999999999
SHADE,rand/1,bin,high,mid,low,0.7211184,0.7825658000000001,0.7525,0.73125,0.919,0.641889,0.57344,0.7158399999999999
SHADE,rand/1,interm,high,mid,low,0.7225658,0.7826976,0.74625,0.73125,0.8404444,0.7534446,0.8931600000000001,0.90302
SHADE,curr_p_best,bin,high,mid,low,0.7202632,0.7834868,0.76,0.7325,0.9483332,0.8574444,0.85654,0.8541
SHADE,curr_p_best,interm,high,mid,low,0.7307894,0.7839472,0.77,0.75625,0.945111,0.8618888000000001,0.8786799999999999,0.87866
SHADE,degl,bin,high,mid,low,0.7227634000000001,0.7823682,0.78625,0.75,0.9444442,0.8466667999999999,0.7560399999999999,0.8271200000000001
SHADE,degl,interm,high,mid,low,0.7198024000000001,0.7545396,0.75625,0.73,0.7545558000000001,0.4714444,0.48156,0.5018199999999999
L-SHADE,rand/1,bin,high,mid,low,0.7181578000000001,0.782237,0.71875,0.75125,0.923889,0.7367779999999999,0.83562,0.83824
L-SHADE,rand/1,interm,high,mid,low,0.7200658000000001,0.7848684,0.75875,0.76,0.8544444,0.7406666000000001,0.8858600000000001,0.89992
L-SHADE,curr_p_best,bin,high,mid,low,0.7194076,0.783158,0.75375,0.75375,0.968,0.8353332,0.8382,0.8425799999999999
L-SHADE,curr_p_best,interm,high,mid,low,0.7220392,0.7831578,0.75,0.7575,0.9412222,0.8366667999999999,0.8727,0.8709399999999999
L-SHADE,degl,bin,high,mid,low,0.7233552,0.7828288,0.77,0.76,0.9207778,0.8277778,0.7486,0.8193
L-SHADE,degl,interm,high,mid,low,0.708092,0.77,0.7725,0.76,0.748889,0.4472222,0.4905,0.48966
JDE,rand/1,bin,high,low,high,0.7222368,0.7825658000000001,0.7725,0.75,0.9197776,0.653778,0.84564,0.8459
JDE,rand/1,interm,high,low,high,0.7213814000000001,0.784737,0.745,0.73875,0.9057776,0.7484441999999999,0.7993,0.8876200000000001
JDE,curr_p_best,bin,high,low,high,0.7228289999999999,0.783421,0.765,0.75625,0.9055554,0.8008888000000001,0.81916,0.81642
