evolution_method,mutation,crossover,batch_type,batch_offset_type,sub_gen_type,magic,magic_normalized,qsar,qsar_normalized,gass,gass_normalized,mnist,mnist_normalized
JDE,curr_p_best,interm,high,low,high,0.7197368000000001,0.7834211999999999,0.75125,0.76125,0.8926668,0.8442221999999999,0.8204799999999999,0.8004600000000001
JDE,degl,bin,high,low,high,0.7232238000000001,0.7822368000000001,0.74625,0.7825,0.890667,0.8175554,0.76454,0.7831199999999999
JDE,degl,interm,high,low,high,0.7179606,0.781579,0.74125,0.7875,0.8418889999999999,0.823111,0.71692,0.77784
JADE,rand/1,bin,high,low,high,0.7115788000000001,0.7811842,0.73125,0.7625,0.8381108,0.646889,0.61744,0.65978
JADE,rand/1,interm,high,low,high,0.7211184,0.7817761999999999,0.75625,0.76625,0.9312224,0.75,0.8554200000000001,0.89064
JADE,curr_p_best,bin,high,low,high,0.7228945999999999,0.7823684000000001,0.7525,0.73875,0.9305552,0.850333,0.80152,0.83136
JADE,curr_p_best,interm,high,low,high,0.7188158,0.77875,0.76875,0.77125,0.935,0.8502221999999999,0.84962,0.8628
JADE,degl,bin,high,low,high,0.7196712,0.771579,0.7375,0.78375,0.8636668,0.8254446,0.68008,0.82014
JADE,degl,interm,high,low,high,0.7211184,0.7423028,0.78125,0.68,0.7682220000000001,0.4834444000000001,0.47158,0.52984
SHADE,rand/1,bin,high,low,high,0.7211184,0.7823684000000001,0.735,0.7025,0.8877776,0.6953334,0.62364,0.6988
SHADE,rand/1,interm,high,low,high,0.7207892,0.7826972,0.755,0.785,0.9078888,0.7424446,0.8498,0.89376
SHADE,curr_p_best,bin,high,low,high,0.7580262,0.7832234,0.7425,0.765,0.9567776,0.8428889999999999,0.79548,0.81496
SHADE,curr_p_best,interm,high,low,high,0.726842,0.7797368,0.7625,0.76625,0.9403334,0.8442221999999999,0.8421200000000001,0.8613799999999999
SHADE,degl,bin,high,low,high,0.7278948000000001,0.7724342,0.74875,0.78125,0.8942222,0.824667,0.67892,0.8216
SHADE,degl,interm,high,low,high,0.7189476,0.7466448,0.76875,0.6925,0.7509999999999999,0.4364446,0.4303,0.48972
L-SHADE,rand/1,bin,high,low,high,0.7232236,0.7828948,0.7425,0.73875,0.919,0.7532222,0.80838,0.8259799999999999
L-SHADE,rand/1,interm,high,low,high,0.7293424,0.7793422,0.76,0.77375,0.9252222,0.7495554,0.8492200000000001,0.88964
L-SHADE,curr_p_best,bin,high,low,high,0.7555261999999999,0.7826316,0.74875,0.75625,0.9540002,0.8312224,0.7846,0.80476
L-SHADE,curr_p_best,interm,high,low,high,0.7241446,0.7839474,0.775,0.77625,0.934111,0.8352224,0.8334600000000001,0.8578600000000001
L-SHADE,degl,bin,high,low,high,0.7245391999999999,0.777829,0.77625,0.775,0.8821111999999999,0.8165555999999999,0.65112,0.81748
L-SHADE,degl,interm,high,low,high,0.7272368,0.7451974,0.77375,0.66625,0.7612222,0.460111,0.46806,0.5060399999999999
JDE,rand/1,bin,high,low,mid,0.7164472,0.7814474,0.77125,0.7325,0.9126666,0.6404444,0.85282,0.8453799999999999
JDE,rand/1,interm,high,low,mid,0.7222368,0.7840128000000001,0.745,0.75125,0.9020002,0.7444446,0.8461200000000001,0.8959600000000001
JDE,curr_p_best,bin,high,low,mid,0.7197368000000001,0.7815131999999999,0.74875,0.76375,0.9297778,0.8033332,0.8624,0.8530399999999999
JDE,curr_p_best,interm,high,low,mid,0.7209211999999999,0.7849341999999999,0.74125,0.7775,0.8749998,0.8344444,0.8603799999999999,0.81802
JDE,degl,bin,high,low,mid,0.7212502,0.784079,0.78375,0.78,0.907222,0.8276665999999999,0.7987,0.80878
JDE,degl,interm,high,low,mid,0.725592,0.7810526,0.76,0.76625,0.8454446,0.8114442,0.77048,0.78586
JADE,rand/1,bin,high,low,mid,0.7214474,0.7834211999999999,0.7675,0.73625,0.8087778,0.6406668000000001,0.6097600000000001,0.6453
JADE,rand/1,interm,high,low,mid,0.7196052,0.7825658000000001,0.74875,0.7775,0.8451110000000001,0.747889,0.8804200000000001,0.8997799999999999
JADE,curr_p_best,bin,high,low,mid,0.7211841999999999,0.7823026,0.7625,0.73625,0.9106664,0.8423332,0.8283,0.8398
JADE,curr_p_best,interm,high,low,mid,0.7234868,0.781579,0.77375,0.75625,0.9143334,0.851,0.8644200000000001,0.8749600000000001
JADE,degl,bin,high,low,mid,0.7253288,0.7763814,0.75,0.76375,0.8792222,0.8223334000000001,0.7166,0.82844
JADE,degl,interm,high,low,mid,0.7191448,0.7708552,0.77,0.68125,0.7826668000000001,0.4547776,0.49572,0.527
SHADE,rand/1,bin,high,low,mid,0.7251974,0.7832238,0.74375,0.75125,0.8622219999999999,0.6616668000000001,0.60798,0.6518
SHADE,rand/1,interm,high,low,mid,0.7233554,0.7830264,0.74125,0.73875,0.9244446,0.7497778,0.8716,0.8992600000000001
SHADE,curr_p_best,bin,high,low,mid,0.7311184000000001,0.7824344,0.74125,0.7575,0.9662222,0.8415556000000001,0.8262799999999999,0.8269200000000001
SHADE,curr_p_best,interm,high,low,mid,0.7337498,0.7817105999999999,0.7625,0.76625,0.9138888,0.8506668,0.86246,0.8681
SHADE,degl,bin,high,low,mid,0.7219736,0.7807236,0.7575,0.77,0.8897778000000001,0.8410002000000001,0.72202,0.8200200000000001
SHADE,degl,interm,high,low,mid,0.7169736,0.755,0.7475,0.72375,0.746889,0.4705556,0.468,0.48992
L-SHADE,rand/1,bin,high,low,mid,0.7233552,0.784342,0.76,0.71875,0.9070002,0.7507778,0.82634,0.82844
L-SHADE,rand/1,interm,high,low,mid,0.7255264,0.782171,0.7475,0.73875,0.9237776,0.7457778,0.8523200000000001,0.89538
L-SHADE,curr_p_best,bin,high,low,mid,0.741842,0.7817764,0.75875,0.74625,0.9626666,0.8515556000000001,0.8012,0.81274
L-SHADE,curr_p_best,interm,high,low,mid,0.7209868,0.7824344,0.74,0.7775,0.9364444,0.836889,0.8355799999999999,0.86782
L-SHADE,degl,bin,high,low,mid,0.7175658,0.7767761999999999,0.73875,0.79,0.8874443999999999,0.8231111999999999,0.68384,0.8177
L-SHADE,degl,interm,high,low,mid,0.7191446,0.7550001999999999,0.78875,0.69125,0.7400002,0.4592222,0.50098,0.5132800000000001
JDE,rand/1,bin,high,low,low,0.7188816,0.7832895999999999,0.7425,0.71875,0.8864443999999999,0.6464444,0.84552,0.8436600000000001
JDE,rand/1,interm,high,low,low,0.7213816,0.7841448000000001,0.7675,0.75125,0.8850002,0.7388888000000001,0.8746,0.90122
JDE,curr_p_best,bin,high,low,low,0.718158,0.7842764,0.76625,0.7475,0.911,0.7878892,0.83754,0.8855200000000001
JDE,curr_p_best,interm,high,low,low,0.720987,0.7854606,0.7475,0.755,0.8974443999999999,0.8206667999999999,0.8814,0.8756799999999999
JDE,degl,bin,high,low,low,0.7225659999999999,0.781579,0.76125,0.76625,0.8995554,0.7982224,0.8469399999999999,0.84398
JDE,degl,interm,high,low,low,0.7207238,0.78375,0.76125,0.775,0.8138888000000001,0.8204446,0.78676,0.82134
JADE,rand/1,bin,high,low,low,0.7190788,0.7824342,0.75875,0.7475,0.8085555999999999,0.6698888000000001,0.58558,0.63642
JADE,rand/1,interm,high,low,low,0.7213814000000001,0.7836184,0.78125,0.72,0.8367778,0.739889,0.8938200000000001,0.90348
JADE,curr_p_best,bin,high,low,low,0.7207895999999999,0.7840788000000001,0.76125,0.715,0.909889,0.8496665999999999,0.86124,0.8579200000000001
JADE,curr_p_best,interm,high,low,low,0.7240131999999999,0.7817105999999999,0.77875,0.7225,0.9398888,0.8503332,0.86898,0.8810600000000001
JADE,degl,bin,high,low,low,0.7225,0.7828946,0.775,0.77625,0.9287776,0.8446665999999999,0.75034,0.83026
JADE,degl,interm,high,low,low,0.7144081999999999,0.7670395999999999,0.76625,0.73125,0.7617778000000001,0.5257776,0.51888,0.5233399999999999
SHADE,rand/1,bin,high,low,low,0.720263,0.7820396,0.74125,0.74875,0.8577776,0.6986666,0.5757399999999999,0.72618
SHADE,rand/1,interm,high,low,low,0.7224341999999999,0.7836184,0.7725,0.74875,0.8536665999999999,0.7502222,0.88756,0.90252
SHADE,curr_p_best,bin,high,low,low,0.7203948,0.7826314,0.75625,0.74375,0.9658888,0.8573335999999999,0.85152,0.8529
SHADE,curr_p_best,interm,high,low,low,0.7228945999999999,0.7846052,0.75375,0.7625,0.947111,0.8507778,0.8768600000000001,0.8763
SHADE,degl,bin,high,low,low,0.7198684000000001,0.7836184,0.75125,0.765,0.947,0.8515556000000001,0.7205199999999999,0.8205
SHADE,degl,interm,high,low,low,0.716579,0.7411184000000001,0.75125,0.7175,0.7537778,0.4589998,0.4835600000000001,0.4874600000000001
L-SHADE,rand/1,bin,high,low,low,0.7196054000000001,0.7828288,0.74,0.74,0.9227778,0.7234446,0.8307200000000001,0.8463200000000001
L-SHADE,rand/1,interm,high,low,low,0.7224344,0.7833554,0.74375,0.755,0.8576666,0.7414446,0.8879799999999999,0.8990600000000001
L-SHADE,curr_p_best,bin,high,low,low,0.7217762,0.7827632,0.75,0.755,0.9661112,0.8594444,0.8381200000000001,0.84336
L-SHADE,curr_p_best,interm,high,low,low,0.7209866,0.7828948,0.77125,0.74375,0.943778,0.8505554,0.8683,0.8740600000000001
L-SHADE,degl,bin,high,low,low,0.7237498,0.7782236,0.7625,0.72625,0.8851114,0.8348888000000001,0.72988,0.81912
L-SHADE,degl,interm,high,low,low,0.7153946,0.7692104000000001,0.76375,0.7225,0.7446668000000001,0.463,0.45766,0.49636
MAB-SHADE,None,bin,low,high,high,0.714145,0.7794956670000001,0.747916667,0.752083333,0.942407333,0.770925667,0.7725333329999999,0.7619
MAB-SHADE,None,interm,low,high,high,0.7183113329999999,0.780592,0.716666667,0.760416667,0.8738889999999999,0.737592667,0.8468,0.8406
SAMDE,None,bin,low,high,high,0.721710333,0.781798333,0.75625,0.7666666670000001,0.918333333,0.766481667,0.6529666670000001,0.688766667
SAMDE,None,interm,low,high,high,0.7108553329999999,0.768640333,0.7375,0.7125,0.749444333,0.44074066700000003,0.3437,0.3949
MAB-SHADE,None,bin,low,high,mid,0.717105333,0.7816890000000001,0.7666666670000001,0.6875,0.9455553329999999,0.795555667,0.774,0.7565666670000001
MAB-SHADE,None,interm,low,high,mid,0.710965,0.775658,0.745833333,0.75,0.8511110000000001,0.526296333,0.8371333329999999,0.849333333
SAMDE,None,bin,low,high,mid,0.7172149999999999,0.783223667,0.747916667,0.7666666670000001,0.8842593329999999,0.725,0.681766667,0.7077
SAMDE,None,interm,low,high,mid,0.717105333,0.752632,0.722916667,0.75625,0.765926,0.469999667,0.418833333,0.4895
MAB-SHADE,None,bin,low,high,low,0.715350667,0.782895,0.7625,0.7625,0.951111333,0.827407333,0.7809999999999999,0.760733333
MAB-SHADE,None,interm,low,high,low,0.719846667,0.783224,0.74375,0.752083333,0.8707406670000001,0.5244443329999999,0.831466667,0.8187
SAMDE,None,bin,low,high,low,0.7179823329999999,0.783443,0.739583333,0.745833333,0.8716666670000001,0.7253706670000001,0.750033333,0.730866667
SAMDE,None,interm,low,high,low,0.715241,0.7476976670000001,0.7645833329999999,0.720833333,0.711852,0.536296333,0.45146666700000004,0.490233333
MAB-SHADE,None,bin,low,mid,high,0.7169956670000001,0.7831140000000001,0.747916667,0.76875,0.930741,0.8053703329999999,0.7532,0.7374666670000001
MAB-SHADE,None,interm,low,mid,high,0.7155699999999999,0.778508667,0.745833333,0.779166667,0.8990739999999999,0.6068520000000001,0.817766667,0.8332
SAMDE,None,bin,low,mid,high,0.7375,0.7816886670000001,0.752083333,0.7979166670000001,0.893888667,0.745555667,0.6576,0.688533333
SAMDE,None,interm,low,mid,high,0.717105333,0.7679826670000001,0.752083333,0.6708333329999999,0.7848149999999999,0.498889,0.3943,0.4765
MAB-SHADE,None,bin,low,mid,mid,0.7142546670000001,0.782785333,0.754166667,0.7354166670000001,0.951851667,0.8107409999999999,0.736733333,0.759466667
MAB-SHADE,None,interm,low,mid,mid,0.719627,0.783443,0.7583333329999999,0.7104166670000001,0.92,0.556667,0.8275,0.837566667
SAMDE,None,bin,low,mid,mid,0.7179823329999999,0.781030667,0.722916667,0.754166667,0.885370333,0.716852,0.697866667,0.7203666670000001
SAMDE,None,interm,low,mid,mid,0.710635667,0.763267667,0.770833333,0.7104166670000001,0.722222,0.47981466700000003,0.441333333,0.47216666700000004
MAB-SHADE,None,bin,low,mid,low,0.7169956670000001,0.7808113329999999,0.754166667,0.7354166670000001,0.958148,0.812778,0.7725,0.776066667
MAB-SHADE,None,interm,low,mid,low,0.7169956670000001,0.7781796670000001,0.7583333329999999,0.7104166670000001,0.777962667,0.45037033299999996,0.850733333,0.6566
SAMDE,None,bin,low,mid,low,0.716885667,0.779057,0.722916667,0.754166667,0.8679629999999999,0.711666667,0.753066667,0.731666667
SAMDE,None,interm,low,mid,low,0.712280667,0.764803,0.770833333,0.7104166670000001,0.740370667,0.510370333,0.4629,0.4867
MAB-SHADE,None,bin,low,low,high,0.719408,0.7833336670000001,0.745833333,0.7666666670000001,0.936296667,0.816666667,0.704633333,0.733433333
MAB-SHADE,None,interm,low,low,high,0.7260966670000001,0.777412333,0.73125,0.683333333,0.867407333,0.542222333,0.7847,0.830633333
SAMDE,None,bin,low,low,high,0.707237,0.780263,0.7645833329999999,0.7666666670000001,0.8831479999999999,0.731481333,0.6719666670000001,0.6963
SAMDE,None,interm,low,low,high,0.708443,0.7644736670000001,0.7625,0.6791666670000001,0.723518667,0.4866666670000001,0.4186666670000001,0.460633333
MAB-SHADE,None,bin,low,low,mid,0.720723667,0.778728,0.745833333,0.7666666670000001,0.9498146670000001,0.781852,0.7314666670000001,0.750866667
MAB-SHADE,None,interm,low,low,mid,0.719407667,0.776316,0.73125,0.683333333,0.868888667,0.5094443329999999,0.808233333,0.6337
SAMDE,None,bin,low,low,mid,0.708333667,0.779495333,0.7645833329999999,0.7666666670000001,0.882777667,0.701666667,0.7070000000000001,0.716333333
SAMDE,None,interm,low,low,mid,0.695066,0.766118667,0.7625,0.6791666670000001,0.7368520000000001,0.5094443329999999,0.41953333299999995,0.469466667
MAB-SHADE,None,bin,low,low,low,0.717873,0.7808113329999999,0.745833333,0.7666666670000001,0.957778,0.828703667,0.756066667,0.761233333
MAB-SHADE,None,interm,low,low,low,0.7270833329999999,0.779057,0.73125,0.683333333,0.875926,0.44277766700000004,0.793466667,0.605166667
SAMDE,None,bin,low,low,low,0.725219333,0.780482667,0.7645833329999999,0.7666666670000001,0.8681479999999999,0.687037,0.723833333,0.724933333
SAMDE,None,interm,low,low,low,0.711952,0.767324667,0.7625,0.6791666670000001,0.738518667,0.495555333,0.4879,0.450166667
MAB-SHADE,None,bin,mid,high,high,0.7151316670000001,0.780373,0.7354166670000001,0.770833333,0.952963,0.804074,0.815233333,0.782366667
MAB-SHADE,None,interm,mid,high,high,0.721601,0.783333333,0.770833333,0.7666666670000001,0.8835183329999999,0.787963,0.860166667,0.8639
SAMDE,None,bin,mid,high,high,0.7452850000000001,0.7781796670000001,0.752083333,0.791666667,0.935926,0.788333333,0.694366667,0.737166667
SAMDE,None,interm,mid,high,high,0.728289333,0.765131667,0.7645833329999999,0.7041666670000001,0.760555667,0.4888886670000001,0.3903666670000001,0.543766667
MAB-SHADE,None,bin,mid,high,mid,0.721052667,0.783662333,0.76875,0.7875,0.947963333,0.81,0.809233333,0.800166667
MAB-SHADE,None,interm,mid,high,mid,0.7260966670000001,0.783662,0.747916667,0.775,0.881481333,0.752407333,0.8635,0.864066667
SAMDE,None,bin,mid,high,mid,0.734320333,0.781579,0.760416667,0.78125,0.890370333,0.7798149999999999,0.7245,0.7367
SAMDE,None,interm,mid,high,mid,0.712171,0.7618423329999999,0.745833333,0.7270833329999999,0.776481667,0.48703666700000003,0.40783333299999996,0.542166667
MAB-SHADE,None,bin,mid,high,low,0.7282896670000001,0.784101,0.754166667,0.739583333,0.948333333,0.835740667,0.7927333329999999,0.808333333
MAB-SHADE,None,interm,mid,high,low,0.721381333,0.7825656670000001,0.754166667,0.714583333,0.83,0.6007406670000001,0.837433333,0.8740000000000001
SAMDE,None,bin,mid,high,low,0.72182,0.783552667,0.7645833329999999,0.754166667,0.9177776670000001,0.750926,0.751066667,0.7654
SAMDE,None,interm,mid,high,low,0.719846667,0.762609667,0.739583333,0.720833333,0.755185,0.49796333299999995,0.47566666700000004,0.532833333
MAB-SHADE,None,bin,mid,mid,high,0.712390333,0.780044,0.725,0.75,0.952778,0.830370333,0.789033333,0.7785333329999999
MAB-SHADE,None,interm,mid,mid,high,0.714254333,0.781469,0.747916667,0.785416667,0.8538889999999999,0.7416666670000001,0.846166667,0.852033333
SAMDE,None,bin,mid,mid,high,0.7157893329999999,0.775987,0.785416667,0.725,0.929074,0.799444333,0.695133333,0.743866667
SAMDE,None,interm,mid,mid,high,0.725219333,0.756469333,0.75,0.720833333,0.794074,0.5068516670000001,0.397,0.540266667
MAB-SHADE,None,bin,mid,mid,mid,0.716776333,0.783224,0.777083333,0.74375,0.954999667,0.8405556670000001,0.7848666670000001,0.7877333329999999
MAB-SHADE,None,interm,mid,mid,mid,0.720614333,0.7846489999999999,0.745833333,0.7625,0.837778,0.637037,0.8231666670000001,0.8625666670000001
SAMDE,None,bin,mid,mid,mid,0.717214667,0.782894667,0.8,0.770833333,0.928518333,0.774999667,0.7262333329999999,0.7579
SAMDE,None,interm,mid,mid,mid,0.7172149999999999,0.756579,0.75625,0.65625,0.7518520000000001,0.507592667,0.4312666670000001,0.5185
MAB-SHADE,None,bin,mid,mid,low,0.7205043329999999,0.783991333,0.7895833329999999,0.7666666670000001,0.961111333,0.847777667,0.792766667,0.802133333
MAB-SHADE,None,interm,mid,mid,low,0.720395,0.782346333,0.716666667,0.7354166670000001,0.8625923329999999,0.5340739999999999,0.834633333,0.8492333329999999
SAMDE,None,bin,mid,mid,low,0.721491333,0.780811667,0.783333333,0.760416667,0.905555667,0.763518667,0.7576666670000001,0.7789666670000001
SAMDE,None,interm,mid,mid,low,0.713157667,0.774342,0.7375,0.74375,0.797963,0.5275926670000001,0.4677,0.5231
MAB-SHADE,None,bin,mid,low,high,0.7608550000000001,0.778618667,0.785416667,0.779166667,0.947222,0.838333,0.7677,0.7726
MAB-SHADE,None,interm,mid,low,high,0.7201753329999999,0.7793859999999999,0.760416667,0.6875,0.799259333,0.6803703329999999,0.812666667,0.8553
SAMDE,None,bin,mid,low,high,0.718201667,0.780043667,0.760416667,0.78125,0.906296,0.804444333,0.7072,0.745166667
SAMDE,None,interm,mid,low,high,0.715022,0.747587667,0.7666666670000001,0.697916667,0.743518667,0.533703667,0.3998,0.5145
MAB-SHADE,None,bin,mid,low,mid,0.719627,0.783333333,0.75625,0.754166667,0.949259333,0.836666667,0.746166667,0.782833333
MAB-SHADE,None,interm,mid,low,mid,0.717873,0.7813593329999999,0.75625,0.7645833329999999,0.833333333,0.5527776670000001,0.788566667,0.8694
SAMDE,None,bin,mid,low,mid,0.736842333,0.779605333,0.754166667,0.7333333329999999,0.931481667,0.766481333,0.729533333,0.737733333
SAMDE,None,interm,mid,low,mid,0.721929667,0.767653667,0.779166667,0.697916667,0.755555333,0.478518667,0.45883333299999995,0.5163
MAB-SHADE,None,bin,mid,low,low,0.7266446670000001,0.7826753329999999,0.7645833329999999,0.725,0.959074333,0.852777667,0.7855,0.792766667
MAB-SHADE,None,interm,mid,low,low,0.717544,0.780811667,0.79375,0.785416667,0.788703667,0.5140743329999999,0.8281666670000001,0.685333333
SAMDE,None,bin,mid,low,low,0.7240133329999999,0.780921,0.8,0.754166667,0.907407333,0.744815,0.7712,0.7657666670000001
SAMDE,None,interm,mid,low,low,0.718202,0.772807,0.7729166670000001,0.66875,0.845,0.5244443329999999,0.5073,0.521033333
MAB-SHADE,None,bin,high,high,high,0.740241333,0.777741,0.7375,0.770833333,0.9444446670000001,0.799814667,0.816666667,0.8226
MAB-SHADE,None,interm,high,high,high,0.721929667,0.780921333,0.783333333,0.783333333,0.909814667,0.8379629999999999,0.8583333329999999,0.874366667
SAMDE,None,bin,high,high,high,0.725767333,0.772587667,0.7583333329999999,0.779166667,0.914074,0.815,0.7427,0.7816333329999999
SAMDE,None,interm,high,high,high,0.71886,0.752741333,0.779166667,0.722916667,0.761296333,0.465926,0.4379,0.578333333
MAB-SHADE,None,bin,high,high,mid,0.720614333,0.778947333,0.8041666670000001,0.7666666670000001,0.955370333,0.829074,0.825533333,0.8300333329999999
MAB-SHADE,None,interm,high,high,mid,0.723026333,0.7799343329999999,0.76875,0.7729166670000001,0.8553700000000001,0.819815,0.8693,0.8734333329999999
SAMDE,None,bin,high,high,mid,0.726206,0.7808113329999999,0.816666667,0.783333333,0.904814667,0.817963,0.735433333,0.783033333
SAMDE,None,interm,high,high,mid,0.723684,0.7539473329999999,0.775,0.7375,0.766111333,0.513333333,0.4402666670000001,0.564433333
MAB-SHADE,None,bin,high,high,low,0.725438667,0.781250333,0.777083333,0.745833333,0.961111,0.843518667,0.8492333329999999,0.8385
MAB-SHADE,None,interm,high,high,low,0.7244520000000001,0.7798246670000001,0.754166667,0.7645833329999999,0.879259667,0.7459256670000001,0.841633333,0.888166667
SAMDE,None,bin,high,high,low,0.719517333,0.784978,0.75,0.747916667,0.942963,0.794074,0.748033333,0.786666667
SAMDE,None,interm,high,high,low,0.721929667,0.777412333,0.747916667,0.752083333,0.7535183329999999,0.5661109999999999,0.47826666700000003,0.5683
MAB-SHADE,None,bin,high,mid,high,0.716776,0.782894667,0.7270833329999999,0.754166667,0.952037,0.8424073329999999,0.8073,0.817666667
MAB-SHADE,None,interm,high,mid,high,0.720723667,0.782237,0.779166667,0.7729166670000001,0.931666667,0.800740667,0.854933333,0.8684
SAMDE,None,bin,high,mid,high,0.744627333,0.7793859999999999,0.739583333,0.770833333,0.901852,0.815740667,0.7332333329999999,0.786333333
SAMDE,None,interm,high,mid,high,0.7213816670000001,0.747587667,0.7645833329999999,0.7416666670000001,0.765555333,0.5094443329999999,0.4616,0.5589666670000001
MAB-SHADE,None,bin,high,mid,mid,0.719627,0.783662,0.7625,0.775,0.958333333,0.8301850000000001,0.8191,0.8209333329999999
MAB-SHADE,None,interm,high,mid,mid,0.721491333,0.7811406670000001,0.7666666670000001,0.78125,0.8244446670000001,0.763889,0.858733333,0.8723333329999999
SAMDE,None,bin,high,mid,mid,0.718201667,0.781469333,0.7958333329999999,0.7270833329999999,0.944074,0.8146296670000001,0.7567666670000001,0.7802
SAMDE,None,interm,high,mid,mid,0.703179667,0.767105,0.7729166670000001,0.7020833329999999,0.768333333,0.48129633299999997,0.4548,0.5530666670000001
MAB-SHADE,None,bin,high,mid,low,0.718969333,0.7842106670000001,0.7375,0.716666667,0.958889,0.851481667,0.823866667,0.8261666670000001
MAB-SHADE,None,interm,high,mid,low,0.7206140000000001,0.78114,0.73125,0.74375,0.903148,0.62,0.8102,0.8889
SAMDE,None,bin,high,mid,low,0.76557,0.778509,0.783333333,0.770833333,0.933333333,0.8012963329999999,0.7384666670000001,0.788366667
SAMDE,None,interm,high,mid,low,0.7148026670000001,0.7539473329999999,0.7729166670000001,0.6791666670000001,0.8138886670000001,0.505740667,0.484066667,0.5905
MAB-SHADE,None,bin,high,low,high,0.723245667,0.780592,0.75625,0.7729166670000001,0.9564813329999999,0.845185333,0.7999,0.8176
MAB-SHADE,None,interm,high,low,high,0.71875,0.782236667,0.73125,0.783333333,0.884814667,0.7355556670000001,0.845433333,0.8727
SAMDE,None,bin,high,low,high,0.7257676670000001,0.778399333,0.7895833329999999,0.777083333,0.941666667,0.839074,0.707233333,0.782066667
SAMDE,None,interm,high,low,high,0.7259869999999999,0.750438333,0.7583333329999999,0.7,0.773518333,0.467778,0.4492,0.5670333329999999
MAB-SHADE,None,bin,high,low,mid,0.7533989999999999,0.782675667,0.752083333,0.73125,0.950370333,0.845925667,0.8076,0.812533333
MAB-SHADE,None,interm,high,low,mid,0.721271667,0.782346333,0.7416666670000001,0.7729166670000001,0.8438889999999999,0.662037,0.8301,0.874766667
SAMDE,None,bin,high,low,mid,0.742434,0.777083333,0.7875,0.7645833329999999,0.942222,0.8111109999999999,0.740633333,0.780266667
SAMDE,None,interm,high,low,mid,0.720395,0.759868333,0.7583333329999999,0.760416667,0.7727776670000001,0.502037,0.491733333,0.5428333329999999
MAB-SHADE,None,bin,high,low,low,0.713816,0.786732333,0.7583333329999999,0.745833333,0.957407,0.859444333,0.801666667,0.824866667
MAB-SHADE,None,interm,high,low,low,0.721162333,0.782346333,0.745833333,0.7041666670000001,0.836111333,0.5872223329999999,0.8668,0.861966667
SAMDE,None,bin,high,low,low,0.765022,0.783772,0.760416667,0.783333333,0.94,0.7792593329999999,0.773166667,0.7937333329999999
SAMDE,None,interm,high,low,low,0.717763333,0.764802667,0.75625,0.74375,0.765555333,0.5822223329999999,0.475466667,0.570466667
